  PID  %CPU %MEM COMM
98910   0.0  0.0 /System/Applications/Messages.app/Contents/PlugIns/MobileSMSSpotlightImporterCatalyst.appex/Contents/MacOS/MobileSMSSpotlightImporterCatalyst
99205   1.1  0.7 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
18032   0.0  0.0 login
18033   0.0  0.0 -bash
20638   0.0  0.2 codex
20864   0.0  0.0 /Applications/Codex.app/Contents/Resources/node_repl
20917   0.0  0.0 /Applications/Codex.app/Contents/Resources/codex
23167   0.0  0.0 login
23168   0.0  0.0 -bash
73056   0.0  0.0 login
73057   0.0  0.0 -bash
90798   0.0  0.0 caffeinate
99099   0.0  0.0 npm run dev
99122   0.0  0.0 node
99123   0.0  0.2 /Users/johnsonlee/.nvm/versions/node/v20.19.6/bin/node
99124   0.0  0.0 /Users/johnsonlee/workspace/finance/node_modules/@esbuild/darwin-arm64/bin/esbuild
18964   0.0  0.0 login
18965   0.0  0.0 -bash
43643   0.0  0.1 /opt/homebrew/bin/limactl
43645   0.0  0.1 /opt/homebrew/bin/limactl
77377   0.0  0.0 gh
