index	id	outcome	oldMainMs	oldGoMs	mainMs	goMs	goDeltaMs
805	pair-and-pair-zero	success	2.336583	3.735958	2.715875	3.979917	0.243959
806	pair-and-pair-targeted	success	49.190625	19.498584	36.681458	18.469375	-1.029209
807	pair-and-pair-dense	success	1.804792	6.100709	1.901458	6.608417	0.507708
808	exact-or-zero	success	1.235417	65.315833	2.471	61.577458	-3.738375
809	exact-or-targeted	success	9.149167	129.248042	12.150417	125.994166	-3.253876
810	exact-or-dense	success	11.872291	85.563541	11.98975	84.85325	-0.710291
811	exact-and-contains-zero	success	0.589167	3.946167	0.510583	3.657291	-0.288876
812	exact-and-contains-targeted	success	0.412875	3.708542	0.464375	3.897334	0.188792
813	exact-and-contains-dense	success	0.326042	3.275416	0.304541	3.39275	0.117334
814	exact-or-node-zero	success	1.466	2.406958	1.488625	2.427625	0.020667
815	exact-or-node-targeted	success	0.9435	0.440666	1.25675	0.429416	-0.01125
816	exact-or-node-dense	success	0.222542	0.377167	0.2725	0.366042	-0.011125
817	four-or-keys-zero	success	1.608541	3.907708	1.706791	3.851375	-0.056333
818	four-or-keys-targeted	success	4.545833	4.6905	3.230458	4.707167	0.016667
819	four-or-keys-dense	success	0.252417	0.810625	0.25375	0.778375	-0.03225
820	four-or-graph-id-zero	success	1.083125	4.005042	1.182	3.809958	-0.195084
821	four-or-graph-id-targeted	failed	93.233417	1.95425	85.1385	1.975458	0.021208
822	four-or-graph-id-dense	success	1.393291	1.554375	1.358584	1.5665	0.012125
823	single-distinct-zero	success	0.711625	13.120792	0.628708	14.3795	1.258708
824	single-distinct-targeted	success	13.799959	54.878208	12.012583	55.895667	1.017459
825	single-distinct-dense	success	28.84625	50.71625	7.034833	50.538917	-0.177333
826	ordered-projection-zero	success	2.876125	3.560667	3.439209	3.750625	0.189958
827	ordered-projection-targeted	success	858.945042	1428.732375	419.642042	1442.718875	13.9865
828	ordered-projection-dense	success	19.169584	83.639916	22.781041	85.424458	1.784542
829	ordered-skip-zero	success	0.988875	4.092208	0.929292	4.111792	0.019584
830	ordered-skip-targeted	success	844.024666	4539.995542	748.009333	4538.455541	-1.540001
831	ordered-skip-dense	success	624.157	3557.511084	570.625791	3572.062625	14.551541
832	distinct-skip-zero	success	0.688708	54.740375	0.730833	57.988042	3.247667
833	distinct-skip-targeted	success	66.559292	295.473583	65.425583	292.746125	-2.727458
834	distinct-skip-dense	success	149.277916	610.65475	142.922209	619.031625	8.376875
835	large-limit-zero	success	1.112708	3.341416	1.078792	3.357667	0.016251
836	large-limit-targeted	success	15.590083	30.621166	30.468292	27.222667	-3.398499
837	large-limit-dense	success	17.735167	11.152625	14.3155	11.108458	-0.044167
838	filtered-count-zero	success	1.56375	11150.092833	1.64775	0.856541	-11149.236292
839	filtered-count-targeted	success	21.254667	1926.774	23.094042	82.942542	-1843.831458
840	filtered-count-dense	success	15.929375	901.136667	17.783333	89.302333	-811.834334
841	filtered-distinct-count-zero	success	0.748875	2.186958	0.716125	1.09575	-1.091208
842	filtered-distinct-count-targeted	success	29.56575	3567.600333	30.089584	144.298417	-3423.301916
843	filtered-distinct-count-dense	success	39.023125	3373.309917	31.658042	91.655834	-3281.654083
844	parameterized-four-or-zero	success	1.184125	3.616917	1.0485	3.354917	-0.262
845	parameterized-four-or-targeted	success	2.466792	2.627041	2.00375	2.460709	-0.166332
846	parameterized-four-or-dense	success	1.159708	1.621	1.187958	1.743834	0.122834
847	global-wide-four-properties-zero	success	0.733292	2.543708	0.702708	2.635708	0.092
848	global-wide-four-properties-targeted	success	1.784	5.276167	1.836917	5.026417	-0.24975
849	global-wide-four-properties-dense	success	0.865667	0.669666	0.898834	0.664417	-0.005249
850	global-wide-class-pair-zero	success	0.680959	2.453875	0.522334	2.819166	0.365291
851	global-wide-class-pair-targeted	success	1.494083	5.191583	1.40625	4.921209	-0.270374
852	global-wide-class-pair-dense	success	0.324917	0.450208	0.356792	0.403958	-0.04625
853	global-wide-name-pair-zero	success	0.682542	2.47225	0.549458	2.564958	0.092708
854	global-wide-name-pair-targeted	success	2.164542	5.946666	2.238667	6.254416	0.30775
855	global-wide-name-pair-dense	success	0.35825	0.488917	0.366292	0.468083	-0.020834
856	global-wide-caller-class-zero	success	0.660625	2.460709	0.547417	2.488792	0.028083
857	global-wide-caller-class-targeted	success	1.682292	3.7995	1.39425	3.767625	-0.031875
858	global-wide-caller-class-dense	success	0.234834	0.408667	0.227875	0.568958	0.160291
859	global-wide-callee-class-zero	success	0.630708	2.457666	0.424708	2.593709	0.136043
860	global-wide-callee-class-targeted	success	1.509917	3.373625	1.31075	3.657083	0.283458
861	global-wide-callee-class-dense	success	0.249541	0.365833	0.256334	0.393791	0.027958
862	global-wide-provenance-zero	success	0.699833	2.505958	0.665916	2.57075	0.064792
863	global-wide-provenance-targeted	success	2.135416	5.905167	1.771875	5.608917	-0.29625
864	global-wide-provenance-dense	success	0.483292	0.579292	0.486709	0.650792	0.0715
865	global-wide-aliased-zero	success	0.601208	2.59775	0.585167	2.537958	-0.059792
866	global-wide-aliased-targeted	success	2.321375	6.001917	2.273708	5.202792	-0.799125
867	global-wide-aliased-dense	success	0.513709	0.529959	0.496	0.561	0.031041
868	global-wide-parameterized-zero	success	0.647084	2.549666	0.629	2.627916	0.07825
869	global-wide-parameterized-targeted	success	1.248458	4.931209	1.272916	4.587834	-0.343375
870	global-wide-parameterized-dense	success	0.473959	0.516708	0.46675	0.604541	0.087833
871	global-wide-wrapped-case-insensitive-zero	success	0.666042	2.613541	0.678584	2.681666	0.068125
872	global-wide-wrapped-case-insensitive-targeted	success	1.394833	4.612583	1.376041	4.587916	-0.024667
873	global-wide-wrapped-case-insensitive-dense	success	0.956792	0.68325	1.006042	0.748833	0.065583
874	global-wide-wrapped-case-insensitive-distinct-zero	success	0.475708	250.912291	1.349458	257.394916	6.482625
875	global-wide-wrapped-case-insensitive-distinct-targeted	success	1.338125	279.458041	1.206333	305.691417	26.233376
876	global-wide-wrapped-case-insensitive-distinct-dense	success	7.718167	310.450375	7.068083	279.759625	-30.69075
877	exact-name-in-zero	success	0.885	123.976292	0.934459	133.337417	9.361125
878	exact-name-in-targeted	success	18.36675	280.735167	14.968792	275.692166	-5.043001
879	exact-name-in-dense	success	23.092542	293.710875	21.011208	232.740458	-60.970417
880	positive-and-not-zero	success	0.865667	24.804709	0.821292	3.55525	-21.249459
881	positive-and-not-targeted	success	4.569625	13.888	4.510208	3.08075	-10.80725
882	positive-and-not-dense	success	0.901208	3.253042	0.722542	1.573417	-1.679625
883	global-six-or-zero	success	411.894875	2514.753	198.097292	2721.27575	206.52275
884	global-six-or-targeted	success	311.985334	2566.819625	267.437292	2640.3235	73.503875
885	global-six-or-dense	success	287.998084	2702.055458	191.654375	2656.203458	-45.852
886	global-six-or-wrapped-zero	success	55.819917	3030.45575	54.404541	2853.197792	-177.257958
887	global-six-or-wrapped-targeted	success	95.925625	3309.859125	66.168959	3167.013166	-142.845959
888	global-six-or-wrapped-dense	success	63.120667	3331.214	59.824209	3315.245833	-15.968167
889	exists-guarded-contains-zero	success	1.151542	1.453625	1.103959	1.700875	0.24725
890	exists-guarded-contains-targeted	success	4.129792	4.349375	3.825458	4.576834	0.227459
891	exists-guarded-contains-dense	success	2.48425	1.294416	2.837542	1.343625	0.049209
892	regex-or-zero	success	14250.663417	24465.607208	13566.604209	24777.075125	311.467917
893	regex-or-targeted	success	4548.908042	7357.46175	4315.170333	7583.947084	226.485334
894	regex-or-dense	success	138.936083	0.823916	136.858709	0.881292	0.057376
895	global-wide-distribution-broad-all-64	success	0.508875	0.553416	0.493	0.547208	-0.006208
896	global-wide-distribution-localized-early	success	0.458375	1.311625	0.746375	1.317959	0.006334
897	global-wide-distribution-localized-late	success	1.921292	4.769917	1.749875	4.606834	-0.163083
898	global-wide-distribution-localized-middle	success	1.468709	2.877458	1.342834	3.025625	0.148167
899	graph-id-in-literal-wrapped-contains-k02-group-00-zero	success	0.410709	3.035375	0.379167	3.032	-0.003375
900	graph-id-in-parameter-wrapped-contains-k02-group-00-zero	success	0.090459	0.297792	0.083292	0.321792	0.024
901	request-selected-set-wrapped-contains-k02-group-00-zero	success	0.06125	0.26875	0.049625	0.266709	-0.002041
902	graph-id-in-literal-wrapped-contains-k02-group-00-targeted	success	0.268208	3.913167	0.265875	3.707666	-0.205501
903	graph-id-in-parameter-wrapped-contains-k02-group-00-targeted	success	0.096958	0.302042	0.072417	0.307625	0.005583
904	request-selected-set-wrapped-contains-k02-group-00-targeted	success	0.06425	0.294667	0.07375	0.288209	-0.006458
905	graph-id-in-literal-wrapped-contains-k02-group-00-dense	success	1.19725	17.051958	1.195416	17.39775	0.345792
906	graph-id-in-parameter-wrapped-contains-k02-group-00-dense	success	0.080708	0.452375	0.066417	0.485416	0.033041
907	request-selected-set-wrapped-contains-k02-group-00-dense	success	0.052542	0.41475	0.071959	0.433958	0.019208
908	graph-id-in-literal-wrapped-contains-k02-group-01-zero	success	0.079	3.087292	0.072083	3.065083	-0.022209
909	graph-id-in-parameter-wrapped-contains-k02-group-01-zero	success	0.035208	0.283042	0.036333	0.304167	0.021125
910	request-selected-set-wrapped-contains-k02-group-01-zero	success	0.02825	0.26975	0.027792	0.270459	0.000709
911	graph-id-in-literal-wrapped-contains-k02-group-01-targeted	success	0.208666	4.2405	0.201333	4.117875	-0.122625
912	graph-id-in-parameter-wrapped-contains-k02-group-01-targeted	success	0.036625	0.320083	0.033166	0.305625	-0.014458
913	request-selected-set-wrapped-contains-k02-group-01-targeted	success	0.029833	0.285166	0.028916	0.314	0.028834
914	graph-id-in-literal-wrapped-contains-k02-group-01-dense	success	1.156416	17.97125	1.128	18.179542	0.208292
915	graph-id-in-parameter-wrapped-contains-k02-group-01-dense	success	0.051333	0.449916	0.068083	0.461417	0.011501
916	request-selected-set-wrapped-contains-k02-group-01-dense	success	0.061125	0.417083	0.059083	0.429	0.011917
917	graph-id-in-literal-wrapped-contains-k02-group-02-zero	success	0.060417	2.878292	0.170583	2.828625	-0.049667
918	graph-id-in-parameter-wrapped-contains-k02-group-02-zero	success	0.036958	0.293625	0.037417	0.299667	0.006042
919	request-selected-set-wrapped-contains-k02-group-02-zero	success	0.031375	0.2525	0.029167	0.267542	0.015042
920	graph-id-in-literal-wrapped-contains-k02-group-02-targeted	success	0.227875	3.991625	0.220833	3.923916	-0.067709
921	graph-id-in-parameter-wrapped-contains-k02-group-02-targeted	success	0.032792	0.308833	0.0315	0.322084	0.013251
922	request-selected-set-wrapped-contains-k02-group-02-targeted	success	0.027542	0.289167	0.032625	0.287	-0.002167
923	graph-id-in-literal-wrapped-contains-k02-group-02-dense	success	1.072625	17.095125	1.0675	17.187167	0.092042
924	graph-id-in-parameter-wrapped-contains-k02-group-02-dense	success	0.054042	0.444041	0.068083	0.46625	0.022209
925	request-selected-set-wrapped-contains-k02-group-02-dense	success	0.063625	0.401041	0.040917	0.420625	0.019584
926	graph-id-in-literal-wrapped-contains-k02-group-03-zero	success	0.047459	3.159458	0.04125	3.150291	-0.009167
927	graph-id-in-parameter-wrapped-contains-k02-group-03-zero	success	0.028375	0.2925	0.052708	0.285541	-0.006959
928	request-selected-set-wrapped-contains-k02-group-03-zero	success	0.025875	0.247	0.034208	0.260958	0.013958
929	graph-id-in-literal-wrapped-contains-k02-group-03-targeted	success	0.195583	4.072458	0.199125	4.129583	0.057125
930	graph-id-in-parameter-wrapped-contains-k02-group-03-targeted	success	0.037625	0.296833	0.0425	0.295291	-0.001542
931	request-selected-set-wrapped-contains-k02-group-03-targeted	success	0.030917	0.261458	0.034667	0.287416	0.025958
932	graph-id-in-literal-wrapped-contains-k02-group-03-dense	success	1.368459	20.70225	1.190666	21.168625	0.466375
933	graph-id-in-parameter-wrapped-contains-k02-group-03-dense	success	0.084917	0.443042	0.047208	0.465833	0.022791
934	request-selected-set-wrapped-contains-k02-group-03-dense	success	0.055	0.413583	0.044084	0.418416	0.004833
935	graph-id-in-literal-wrapped-contains-k02-group-04-zero	success	0.1185	3.144833	0.045625	3.081833	-0.063
936	graph-id-in-parameter-wrapped-contains-k02-group-04-zero	success	0.046041	0.287833	0.029208	0.2995	0.011667
937	request-selected-set-wrapped-contains-k02-group-04-zero	success	0.038833	0.249417	0.02825	0.252209	0.002792
938	graph-id-in-literal-wrapped-contains-k02-group-04-targeted	success	0.21	4.123917	0.196916	4.034417	-0.0895
939	graph-id-in-parameter-wrapped-contains-k02-group-04-targeted	success	0.036083	0.293708	0.028792	0.297416	0.003708
940	request-selected-set-wrapped-contains-k02-group-04-targeted	success	0.030375	0.269875	0.024042	0.265125	-0.00475
941	graph-id-in-literal-wrapped-contains-k02-group-04-dense	success	1.251208	21.286541	1.161542	21.498875	0.212334
942	graph-id-in-parameter-wrapped-contains-k02-group-04-dense	success	0.06425	0.444416	0.044167	0.44825	0.003834
943	request-selected-set-wrapped-contains-k02-group-04-dense	success	0.046916	0.406125	0.037	0.416667	0.010542
944	graph-id-in-literal-wrapped-contains-k02-group-05-zero	success	0.067542	2.967542	0.0525	2.968	0.000458
945	graph-id-in-parameter-wrapped-contains-k02-group-05-zero	success	0.039	0.290833	0.03975	0.292375	0.001542
946	request-selected-set-wrapped-contains-k02-group-05-zero	success	0.050458	0.246584	0.057083	0.252833	0.006249
947	graph-id-in-literal-wrapped-contains-k02-group-05-targeted	success	0.22925	4.046334	0.20775	3.926792	-0.119542
948	graph-id-in-parameter-wrapped-contains-k02-group-05-targeted	success	0.059667	0.289667	0.06525	0.312042	0.022375
949	request-selected-set-wrapped-contains-k02-group-05-targeted	success	0.034917	0.2885	0.038	0.283958	-0.004542
950	graph-id-in-literal-wrapped-contains-k02-group-05-dense	success	1.149375	19.030583	1.126667	19.147375	0.116792
951	graph-id-in-parameter-wrapped-contains-k02-group-05-dense	success	0.068292	0.5045	0.051125	0.461875	-0.042625
952	request-selected-set-wrapped-contains-k02-group-05-dense	success	0.299875	0.419792	0.038958	0.422041	0.002249
953	graph-id-in-literal-wrapped-contains-k02-group-06-zero	success	0.048333	3.208875	0.047584	3.101	-0.107875
954	graph-id-in-parameter-wrapped-contains-k02-group-06-zero	success	0.033125	0.301375	0.035958	0.297583	-0.003792
955	request-selected-set-wrapped-contains-k02-group-06-zero	success	0.025959	0.260625	0.023916	0.253959	-0.006666
956	graph-id-in-literal-wrapped-contains-k02-group-06-targeted	success	0.172167	4.040583	0.165958	3.992667	-0.047916
957	graph-id-in-parameter-wrapped-contains-k02-group-06-targeted	success	0.038291	0.297	0.028708	0.293833	-0.003167
958	request-selected-set-wrapped-contains-k02-group-06-targeted	success	0.054792	0.25925	0.023458	0.277833	0.018583
959	graph-id-in-literal-wrapped-contains-k02-group-06-dense	success	1.233958	20.833875	1.105209	21.100875	0.267
960	graph-id-in-parameter-wrapped-contains-k02-group-06-dense	success	0.067666	0.44375	0.048083	0.463083	0.019333
961	request-selected-set-wrapped-contains-k02-group-06-dense	success	0.037125	0.4065	0.037792	0.408917	0.002417
962	graph-id-in-literal-wrapped-contains-k02-group-07-zero	success	0.046417	2.871458	0.0435	2.873958	0.0025
963	graph-id-in-parameter-wrapped-contains-k02-group-07-zero	success	0.031	0.301833	0.03075	0.282375	-0.019458
964	request-selected-set-wrapped-contains-k02-group-07-zero	success	0.026792	0.251625	0.023708	0.257292	0.005667
965	graph-id-in-literal-wrapped-contains-k02-group-07-targeted	success	0.181625	3.756167	0.16875	3.675917	-0.08025
966	graph-id-in-parameter-wrapped-contains-k02-group-07-targeted	success	0.036416	0.295875	0.029292	0.302875	0.007
967	request-selected-set-wrapped-contains-k02-group-07-targeted	success	0.026667	0.277667	0.029917	0.271083	-0.006584
968	graph-id-in-literal-wrapped-contains-k02-group-07-dense	success	1.13225	20.018834	1.102625	20.141	0.122166
969	graph-id-in-parameter-wrapped-contains-k02-group-07-dense	success	0.049875	0.441583	0.057875	0.475542	0.033959
970	request-selected-set-wrapped-contains-k02-group-07-dense	success	0.043333	0.398459	0.050416	0.426	0.027541
971	graph-id-in-literal-wrapped-contains-k02-group-08-zero	success	0.049167	2.016792	0.04925	1.993375	-0.023417
972	graph-id-in-parameter-wrapped-contains-k02-group-08-zero	success	0.0285	0.286666	0.038917	0.296542	0.009876
973	request-selected-set-wrapped-contains-k02-group-08-zero	success	0.027417	0.253084	0.026833	0.259834	0.00675
974	graph-id-in-literal-wrapped-contains-k02-group-08-targeted	success	0.202709	2.5865	0.20175	2.586625	0.000125
975	graph-id-in-parameter-wrapped-contains-k02-group-08-targeted	success	0.029542	0.290875	0.031041	0.2895	-0.001375
976	request-selected-set-wrapped-contains-k02-group-08-targeted	success	0.023667	0.277667	0.026666	0.275625	-0.002042
977	graph-id-in-literal-wrapped-contains-k02-group-08-dense	success	0.798084	12.062375	0.76825	12.168667	0.106292
978	graph-id-in-parameter-wrapped-contains-k02-group-08-dense	success	0.04575	0.447584	0.046584	0.459792	0.012208
979	request-selected-set-wrapped-contains-k02-group-08-dense	success	0.039917	0.405875	0.044417	0.417792	0.011917
980	graph-id-in-literal-wrapped-contains-k02-group-09-zero	success	0.051125	1.99475	0.043583	1.973459	-0.021291
981	graph-id-in-parameter-wrapped-contains-k02-group-09-zero	success	0.026917	0.288667	0.030209	0.292542	0.003875
982	request-selected-set-wrapped-contains-k02-group-09-zero	success	0.041208	0.25925	0.024542	0.258167	-0.001083
983	graph-id-in-literal-wrapped-contains-k02-group-09-targeted	success	0.170667	2.481333	0.153208	2.469167	-0.012166
984	graph-id-in-parameter-wrapped-contains-k02-group-09-targeted	success	0.038459	0.300042	0.032666	0.320292	0.02025
985	request-selected-set-wrapped-contains-k02-group-09-targeted	success	0.031084	0.276583	0.02625	0.294375	0.017792
986	graph-id-in-literal-wrapped-contains-k02-group-09-dense	success	0.807208	12.288791	0.774125	12.419875	0.131084
987	graph-id-in-parameter-wrapped-contains-k02-group-09-dense	success	0.054042	0.437667	0.043041	0.470208	0.032541
988	request-selected-set-wrapped-contains-k02-group-09-dense	success	0.059709	0.405042	0.035833	0.413375	0.008333
989	graph-id-in-literal-wrapped-contains-k02-group-10-zero	success	0.067417	2.105791	0.049584	2.04025	-0.065541
990	graph-id-in-parameter-wrapped-contains-k02-group-10-zero	success	0.029208	0.274958	0.072375	0.296166	0.021208
991	request-selected-set-wrapped-contains-k02-group-10-zero	success	0.027875	0.262208	0.0395	0.25375	-0.008458
992	graph-id-in-literal-wrapped-contains-k02-group-10-targeted	success	0.193791	2.593791	0.22525	2.547208	-0.046583
993	graph-id-in-parameter-wrapped-contains-k02-group-10-targeted	success	0.028625	0.290375	0.035875	0.291833	0.001458
994	request-selected-set-wrapped-contains-k02-group-10-targeted	success	0.022667	0.271917	0.02875	0.29525	0.023333
995	graph-id-in-literal-wrapped-contains-k02-group-10-dense	success	0.8265	13.08925	0.830375	13.267958	0.178708
996	graph-id-in-parameter-wrapped-contains-k02-group-10-dense	success	0.0455	0.431083	0.046417	0.442333	0.01125
997	request-selected-set-wrapped-contains-k02-group-10-dense	success	0.043792	0.400083	0.038958	0.406875	0.006792
998	graph-id-in-literal-wrapped-contains-k02-group-11-zero	success	0.048083	2.001333	0.048625	1.987833	-0.0135
999	graph-id-in-parameter-wrapped-contains-k02-group-11-zero	success	0.021667	0.279666	0.030167	0.295334	0.015668
1000	request-selected-set-wrapped-contains-k02-group-11-zero	success	0.024709	0.256583	0.025125	0.255875	-0.000708
1001	graph-id-in-literal-wrapped-contains-k02-group-11-targeted	success	0.218	2.603125	0.240667	2.574041	-0.029084
1002	graph-id-in-parameter-wrapped-contains-k02-group-11-targeted	success	0.026166	0.300125	0.030083	0.296584	-0.003541
1003	request-selected-set-wrapped-contains-k02-group-11-targeted	success	0.023458	0.326917	0.025375	0.290208	-0.036709
1004	graph-id-in-literal-wrapped-contains-k02-group-11-dense	success	0.733208	11.52475	0.7565	11.579167	0.054417
1005	graph-id-in-parameter-wrapped-contains-k02-group-11-dense	success	0.040625	0.435375	0.052583	0.437666	0.002291
1006	request-selected-set-wrapped-contains-k02-group-11-dense	success	0.036125	0.413084	0.0385	0.407167	-0.005917
1007	graph-id-in-literal-wrapped-contains-k02-group-12-zero	success	0.039542	2.175959	0.045375	2.186083	0.010124
1008	graph-id-in-parameter-wrapped-contains-k02-group-12-zero	success	0.025875	0.277125	0.032333	0.287042	0.009917
1009	request-selected-set-wrapped-contains-k02-group-12-zero	success	0.021459	0.261417	0.031041	0.248792	-0.012625
1010	graph-id-in-literal-wrapped-contains-k02-group-12-targeted	success	0.201416	2.775125	0.204792	2.722042	-0.053083
1011	graph-id-in-parameter-wrapped-contains-k02-group-12-targeted	success	0.025375	0.295375	0.028792	0.293167	-0.002208
1012	request-selected-set-wrapped-contains-k02-group-12-targeted	success	0.0235	0.27175	0.027208	0.267541	-0.004209
1013	graph-id-in-literal-wrapped-contains-k02-group-12-dense	success	0.844625	14.85075	0.879375	15.030458	0.179708
1014	graph-id-in-parameter-wrapped-contains-k02-group-12-dense	success	0.041958	0.43675	0.046167	0.453958	0.017208
1015	request-selected-set-wrapped-contains-k02-group-12-dense	success	0.040125	0.402125	0.039042	0.406166	0.004041
1016	graph-id-in-literal-wrapped-contains-k02-group-13-zero	success	0.041792	2.190625	0.048167	2.137833	-0.052792
1017	graph-id-in-parameter-wrapped-contains-k02-group-13-zero	success	0.031167	0.308875	0.028333	0.281833	-0.027042
1018	request-selected-set-wrapped-contains-k02-group-13-zero	success	0.025541	0.252	0.028792	0.2595	0.0075
1019	graph-id-in-literal-wrapped-contains-k02-group-13-targeted	success	0.146875	2.742667	0.144416	2.628875	-0.113792
1020	graph-id-in-parameter-wrapped-contains-k02-group-13-targeted	success	0.029125	0.287708	0.031	0.29275	0.005042
1021	request-selected-set-wrapped-contains-k02-group-13-targeted	success	0.021667	0.278416	0.028125	0.267042	-0.011374
1022	graph-id-in-literal-wrapped-contains-k02-group-13-dense	success	0.85125	15.465709	0.863	15.468542	0.002833
1023	graph-id-in-parameter-wrapped-contains-k02-group-13-dense	success	0.060542	0.44825	0.041875	0.445916	-0.002334
1024	request-selected-set-wrapped-contains-k02-group-13-dense	success	0.037417	0.40975	0.038583	0.414458	0.004708
1025	graph-id-in-literal-wrapped-contains-k02-group-14-zero	success	0.045709	2.083042	0.049917	2.055459	-0.027583
1026	graph-id-in-parameter-wrapped-contains-k02-group-14-zero	success	0.025334	0.300542	0.027917	0.282	-0.018542
1027	request-selected-set-wrapped-contains-k02-group-14-zero	success	0.020958	0.245541	0.02575	0.257209	0.011668
1028	graph-id-in-literal-wrapped-contains-k02-group-14-targeted	success	0.192667	2.602	0.183458	2.583458	-0.018542
1029	graph-id-in-parameter-wrapped-contains-k02-group-14-targeted	success	0.02925	0.2925	0.033333	0.310833	0.018333
1030	request-selected-set-wrapped-contains-k02-group-14-targeted	success	0.028583	0.271208	0.024625	0.278625	0.007417
1031	graph-id-in-literal-wrapped-contains-k02-group-14-dense	success	0.7635	13.163458	0.768167	13.027209	-0.136249
1032	graph-id-in-parameter-wrapped-contains-k02-group-14-dense	success	0.03925	0.438416	0.0455	0.445125	0.006709
1033	request-selected-set-wrapped-contains-k02-group-14-dense	success	0.037041	0.400958	0.03625	0.403458	0.0025
1034	graph-id-in-literal-wrapped-contains-k02-group-15-zero	success	0.045459	2.211375	0.051708	2.222792	0.011417
1035	graph-id-in-parameter-wrapped-contains-k02-group-15-zero	success	0.02525	0.293541	0.02325	0.28925	-0.004291
1036	request-selected-set-wrapped-contains-k02-group-15-zero	success	0.021667	0.246667	0.026667	0.248375	0.001708
1037	graph-id-in-literal-wrapped-contains-k02-group-15-targeted	success	0.217	2.883	0.209334	2.774042	-0.108958
1038	graph-id-in-parameter-wrapped-contains-k02-group-15-targeted	success	0.038375	0.301625	0.033708	0.305292	0.003667
1039	request-selected-set-wrapped-contains-k02-group-15-targeted	success	0.024	0.281042	0.027667	0.275541	-0.005501
1040	graph-id-in-literal-wrapped-contains-k02-group-15-dense	success	0.8015	12.317833	0.805791	12.270375	-0.047458
1041	graph-id-in-parameter-wrapped-contains-k02-group-15-dense	success	0.040958	0.460167	0.045708	0.45225	-0.007917
1042	request-selected-set-wrapped-contains-k02-group-15-dense	success	0.033209	0.42275	0.035583	0.40525	-0.0175
1043	graph-id-in-literal-wrapped-contains-k02-group-16-zero	success	0.044958	2.410459	0.050292	2.348166	-0.062293
1044	graph-id-in-parameter-wrapped-contains-k02-group-16-zero	success	0.026708	0.285834	0.032375	0.283458	-0.002376
1045	request-selected-set-wrapped-contains-k02-group-16-zero	success	0.022083	0.2515	0.034375	0.262959	0.011459
1046	graph-id-in-literal-wrapped-contains-k02-group-16-targeted	success	0.236833	3.569625	0.2405	3.562625	-0.007
1047	graph-id-in-parameter-wrapped-contains-k02-group-16-targeted	success	0.0275	0.301167	0.0365	0.304416	0.003249
1048	request-selected-set-wrapped-contains-k02-group-16-targeted	success	0.023708	0.275584	0.033791	0.287792	0.012208
1049	graph-id-in-literal-wrapped-contains-k02-group-16-dense	success	1.068041	24.889667	1.079041	25.058208	0.168541
1050	graph-id-in-parameter-wrapped-contains-k02-group-16-dense	success	0.042542	0.442292	0.046834	0.457083	0.014791
1051	request-selected-set-wrapped-contains-k02-group-16-dense	success	0.035834	0.40625	0.040958	0.44475	0.0385
1052	graph-id-in-literal-wrapped-contains-k02-group-17-zero	success	0.041042	2.50975	0.053458	2.452875	-0.056875
1053	graph-id-in-parameter-wrapped-contains-k02-group-17-zero	success	0.028333	0.319375	0.029458	0.307417	-0.011958
1054	request-selected-set-wrapped-contains-k02-group-17-zero	success	0.022167	0.259958	0.026458	0.275	0.015042
1055	graph-id-in-literal-wrapped-contains-k02-group-17-targeted	success	0.238958	3.791042	0.226792	3.787583	-0.003459
1056	graph-id-in-parameter-wrapped-contains-k02-group-17-targeted	success	0.035917	0.3	0.032042	0.312333	0.012333
1057	request-selected-set-wrapped-contains-k02-group-17-targeted	success	0.025583	0.286042	0.028375	0.298334	0.012292
1058	graph-id-in-literal-wrapped-contains-k02-group-17-dense	success	1.031041	22.350916	1.012916	22.715625	0.364709
1059	graph-id-in-parameter-wrapped-contains-k02-group-17-dense	success	0.040542	0.455458	0.065333	0.468167	0.012709
1060	request-selected-set-wrapped-contains-k02-group-17-dense	success	0.035917	0.407542	0.038416	0.414	0.006458
1061	graph-id-in-literal-wrapped-contains-k02-group-18-zero	success	0.045542	2.3095	0.046667	2.253167	-0.056333
1062	graph-id-in-parameter-wrapped-contains-k02-group-18-zero	success	0.027042	0.275	0.028417	0.286917	0.011917
1063	request-selected-set-wrapped-contains-k02-group-18-zero	success	0.021333	0.256875	0.02575	0.265417	0.008542
1064	graph-id-in-literal-wrapped-contains-k02-group-18-targeted	success	0.219292	3.433334	0.199917	3.410541	-0.022793
1065	graph-id-in-parameter-wrapped-contains-k02-group-18-targeted	success	0.025583	0.295916	0.0345	0.322875	0.026959
1066	request-selected-set-wrapped-contains-k02-group-18-targeted	success	0.020875	0.279792	0.026041	0.294583	0.014791
1067	graph-id-in-literal-wrapped-contains-k02-group-18-dense	success	0.867084	19.55425	0.898125	19.635541	0.081291
1068	graph-id-in-parameter-wrapped-contains-k02-group-18-dense	success	0.042041	0.44975	0.052541	0.467334	0.017584
1069	request-selected-set-wrapped-contains-k02-group-18-dense	success	0.038042	0.397917	0.038916	0.427458	0.029541
1070	graph-id-in-literal-wrapped-contains-k02-group-19-zero	success	0.0435	2.467416	0.044375	2.398958	-0.068458
1071	graph-id-in-parameter-wrapped-contains-k02-group-19-zero	success	0.026042	0.285291	0.029959	0.295667	0.010376
1072	request-selected-set-wrapped-contains-k02-group-19-zero	success	0.0205	0.24525	0.024042	0.262583	0.017333
